Filename,Valid,X_com,Y_com
60.000000.png,0,201.95525521043305,269.71640111699344
120.000000.png,0,303.0656700379729,189.4615864468269
180.000000.png,0,278.05114298096885,206.77291984345223
240.000000.png,0,268.6081212401414,217.4757997899724
300.000000.png,0,271.6841284053852,215.055316068836
360.000000.png,0,272.53131911410946,213.65236029382612
420.000000.png,0,272.1665098683645,214.0004117057541
480.000000.png,0,272.0985700998798,214.18126608142728
540.000000.png,0,272.1415599011597,214.131445010582
600.000000.png,0,272.1451330152564,214.10893832166448
660.000000.png,0,272.1382245417004,214.11691897481137
720.000000.png,0,272.137077627027,214.1184672793509
780.000000.png,0,272.13797810744165,214.1169850113453
840.000000.png,0,272.13857483288484,214.116422331586
900.000000.png,0,272.1355872454156,214.119601708284
960.000000.png,0,272.1328735663003,214.12210829016777
1020.000000.png,0,272.13426273038385,214.1235476464352
1080.000000.png,0,272.1353078126442,214.12326095387323
1140.000000.png,0,272.1363345899378,214.12070848416843
1200.000000.png,0,272.1355723153384,214.1217531152405
1260.000000.png,0,272.1332986675844,214.12236272228265
1320.000000.png,0,272.13424662020526,214.1247748075345
1380.000000.png,0,272.1364511158331,214.1255130529921
1440.000000.png,0,272.13158996100753,214.12956646521417
1500.000000.png,0,272.12786233564805,214.13429043043664
1560.000000.png,0,272.1300208480696,214.13367224393056
1620.000000.png,0,272.1306064089853,214.1323053428794
1680.000000.png,0,272.1310305719083,214.1352376831996
1740.000000.png,0,272.126886343273,214.1377054198609
1800.000000.png,0,272.12627007342144,214.13854560364325
1860.000000.png,0,272.1278241087004,214.1380247086973
1920.000000.png,0,272.1283955297984,214.13943417997865
1980.000000.png,0,272.1295863629739,214.1405382365011
2040.000000.png,0,272.131065589559,214.1395929384666
2100.000000.png,0,272.1335947274427,214.1405818619309
2160.000000.png,0,272.13227896144684,214.13890987017044
2220.000000.png,0,272.1285933241124,214.13768196682383
2280.000000.png,0,272.12871800575965,214.13869493541057
2340.000000.png,0,272.12624164101175,214.14115112119947
2400.000000.png,0,272.1266498046148,214.1421381265223
2460.000000.png,0,272.12846714559925,214.1432922724601
2520.000000.png,0,272.13072411955187,214.1443831116667
2580.000000.png,0,272.131251224579,214.1453895783759
2640.000000.png,0,272.1296055282364,214.14614588435057
2700.000000.png,0,272.12994897076305,214.14659568526025
2760.000000.png,0,272.1278527100438,214.14497007499023
2820.000000.png,0,272.1273337885442,214.14349893158908
2880.000000.png,0,272.1280863150705,214.14354181815824
2940.000000.png,0,272.13189984408143,214.1434689829685
3000.000000.png,0,272.1336212054693,214.1438049321532
3060.000000.png,0,272.1350381996379,214.1415910820388
3120.000000.png,0,272.1355053754214,214.1426793100708
3180.000000.png,0,272.13581120863324,214.14384181978585
3240.000000.png,0,272.13791540493315,214.1413665084818
3300.000000.png,0,272.1382770287198,214.14011890365487
3360.000000.png,0,272.1380790836344,214.1404999985826
3420.000000.png,0,272.1360012407532,214.1444103978601
3480.000000.png,0,272.1345717036769,214.14575572196463
3540.000000.png,0,272.1316029052758,214.1453556899981
3600.000000.png,0,272.13238493186066,214.1438561379948
3660.000000.png,0,272.13496627074176,214.1428191973648
3720.000000.png,0,272.13436668107806,214.1438915764769
3780.000000.png,0,272.13059180984686,214.14617788109925
3840.000000.png,0,272.1320918418355,214.14992431299788
3900.000000.png,0,272.13206400765614,214.15098508399583
3960.000000.png,0,272.1303057070576,214.1521508383664
4020.000000.png,0,272.12867129324866,214.15274350215003
4080.000000.png,0,272.12520311180225,214.14971550564732
4140.000000.png,0,272.12499985085515,214.14790338797485
4200.000000.png,0,272.1261387789959,214.14771119348347
4260.000000.png,0,272.1271119123924,214.14856953895253
4320.000000.png,0,272.12817074673313,214.14963083319708
4380.000000.png,0,272.1280478322531,214.14837338043725
4440.000000.png,0,272.1281537941828,214.14562620954536
4500.000000.png,0,272.1261147806011,214.1451787597125
4560.000000.png,0,272.12358713261204,214.14500071600347
4620.000000.png,0,272.1238320933945,214.14518393817823
4680.000000.png,0,272.12617515829123,214.144366342892
4740.000000.png,0,272.12581128403104,214.14611401143569
4800.000000.png,0,272.12547135017564,214.14686115987328
4860.000000.png,0,272.12749947945304,214.14626861246245
