Filename,X_c,Y_c
60.000000.png,283.7618082046248,324.62948952521776
120.000000.png,317.48070478306477,265.67908526837726
180.000000.png,307.40332998663234,283.4848323141805
240.000000.png,304.5003360737433,291.2292454132648
300.000000.png,305.93485838275325,288.68980678606147
360.000000.png,306.3850992013091,287.7006201374079
420.000000.png,306.41598015015006,288.04209159954644
480.000000.png,306.59401687404363,288.1886075188446
540.000000.png,306.7729164519351,288.1587544738217
600.000000.png,306.9674511296794,288.11739402732144
660.000000.png,307.1321005482934,288.1029541164284
720.000000.png,307.3306017339767,288.0851275308823
780.000000.png,307.464360273475,288.09491211178823
840.000000.png,307.6364932627597,288.0570099555738
900.000000.png,307.78142064640855,288.04101943751294
960.000000.png,307.93488019433244,288.02170303151087
1020.000000.png,308.0861750282731,287.97903131322613
1080.000000.png,308.2574113821611,287.94253419221724
1140.000000.png,308.3967945277506,287.9005893820174
1200.000000.png,308.50676524974267,287.8619890283598
1260.000000.png,308.6263582242064,287.82991251932623
1320.000000.png,308.7726712274818,287.7412009441085
1380.000000.png,308.9176584992361,287.69245352575655
1440.000000.png,308.9682083207873,287.6436552910783
1500.000000.png,309.0945047305697,287.5809443774244
1560.000000.png,309.22619257876653,287.4962427202439
1620.000000.png,309.30462551154943,287.4183172102921
1680.000000.png,309.39480295543416,287.35274746301707
1740.000000.png,309.4652509080309,287.26621613868036
1800.000000.png,309.5402470147425,287.16903982148784
1860.000000.png,309.6098275256271,287.0740819957186
1920.000000.png,309.67156227663196,286.9807051742916
1980.000000.png,309.7182231844637,286.89213556881464
2040.000000.png,309.77237610573957,286.7715021034322
2100.000000.png,309.8102024430665,286.6643061882057
2160.000000.png,309.8206498580508,286.55912605772255
2220.000000.png,309.85052769055426,286.4433535265751
2280.000000.png,309.8641557944925,286.30680553950225
2340.000000.png,309.8643014741867,286.19539052798785
2400.000000.png,309.8549329731288,286.08068961188116
2460.000000.png,309.83211803808643,285.9387846925287
2520.000000.png,309.79120966503115,285.77969742561015
2580.000000.png,309.77298209635524,285.6361889429602
2640.000000.png,309.7206045801125,285.4998494365944
