Filename,X_c,Y_c
60.000000.png,384.50210236925057,298.66401978012567
120.000000.png,371.4198709731067,249.98501207061884
180.000000.png,376.01628571158176,264.8212409843668
240.000000.png,377.32790559059237,271.40446591479935
300.000000.png,377.03742403985444,269.32928677856603
360.000000.png,377.0882306743075,268.5672495498252
420.000000.png,377.38063236213407,268.881985254971
480.000000.png,377.6078945892681,269.10587602892014
540.000000.png,377.80181379949727,269.06489144229
600.000000.png,377.9782959631437,269.1372721237859
660.000000.png,378.22248736893374,269.185238368045
720.000000.png,378.392069878455,269.2538460521503
780.000000.png,378.58427620797994,269.33492491253844
840.000000.png,378.8102460080973,269.34939250983007
900.000000.png,379.0022258012239,269.409530215395
960.000000.png,379.1771347596839,269.47493263296275
1020.000000.png,379.46182962778386,269.4695588601733
1080.000000.png,379.63874192721084,269.5579179781306
1140.000000.png,379.8321252526243,269.60914547227503
1200.000000.png,380.06449600655355,269.63438854378757
1260.000000.png,380.24906503024414,269.6790979184447
1320.000000.png,380.4831092627177,269.69198954687806
1380.000000.png,380.6880141879791,269.77417094137047
1440.000000.png,380.893246387216,269.79374759036943
1500.000000.png,381.11497463445846,269.8310058149142
1560.000000.png,381.3103320033689,269.8657058174404
1620.000000.png,381.52003274776837,269.8929894126776
1680.000000.png,381.71149481963533,269.9229485490442
1740.000000.png,381.9384227571502,269.94504331830706
1800.000000.png,382.1313656867124,269.9642511394671
1860.000000.png,382.3540933889983,270.0051707764665
1920.000000.png,382.57597605014996,270.0136113989787
1980.000000.png,382.7559057503364,270.03938790689983
2040.000000.png,382.9718121028549,270.06053698455037
2100.000000.png,383.1759788839485,270.07116620531565
2160.000000.png,383.3799264047532,270.0727767256525
2220.000000.png,383.5958613797268,270.1137781395692
2280.000000.png,383.7810645243261,270.1144877734123
2340.000000.png,383.9999113372549,270.1189230690009
2400.000000.png,384.16518961004095,270.15501788231234
2460.000000.png,384.37538794387467,270.16638688605315
2520.000000.png,384.57079204921394,270.14299794114095
2580.000000.png,384.7705266311726,270.15029814198346
2640.000000.png,384.9693014513169,270.1430884891332
2700.000000.png,385.16455287073575,270.1601533135799
2760.000000.png,385.2975238928338,270.1679971440116
2820.000000.png,385.5149421989675,270.15696059990427
2880.000000.png,385.68698693491604,270.1492466138903
2940.000000.png,385.8699329097783,270.1119269318314
3000.000000.png,386.0562667056465,270.12127255262277
3060.000000.png,386.2115764110239,270.0963314826069
3120.000000.png,386.40252413559256,270.08112342693516
3180.000000.png,386.56326671889565,270.03270061999376
3240.000000.png,386.75065347199194,270.0486667834337
3300.000000.png,386.9013129726943,270.0027948894584
3360.000000.png,387.088672196493,269.9397431895987
3420.000000.png,387.2161532550652,269.94251086967097
3480.000000.png,387.36164499794455,269.90669457772225
3540.000000.png,387.52632471553125,269.8625133230602
3600.000000.png,387.6604995813818,269.83070283519083
3660.000000.png,387.8138680147264,269.7762049170203
3720.000000.png,387.95836527714914,269.7494071535674
3780.000000.png,388.09502430186217,269.68433014222893
3840.000000.png,388.22375970564883,269.6209239892229
3900.000000.png,388.34762614904645,269.5683161436181
3960.000000.png,388.48928209845013,269.5138490402238
4020.000000.png,388.5951878693537,269.4503849967363
4080.000000.png,388.7101949767048,269.40714901101745
4140.000000.png,388.82237535644293,269.3104578133897
4200.000000.png,388.96425783442317,269.24673361307305
4260.000000.png,389.07370784053313,269.18332322353507
4320.000000.png,389.1305101801339,269.10710063232847
4380.000000.png,389.26092142529484,269.02764527687975
4440.000000.png,389.3013312284758,268.95660871265824
4500.000000.png,389.32327339914946,268.8551183478577
4560.000000.png,389.35655349045106,268.7890052085198
4620.000000.png,389.33258313718375,268.6851628971717
4680.000000.png,389.3319666956759,268.61440788704584
4740.000000.png,389.3251921934966,268.5211121595289
4800.000000.png,389.2909846622831,268.4334210826408
4860.000000.png,389.25132525694454,268.35148190169804
4920.000000.png,389.20898129767215,268.24790891747085
4980.000000.png,389.1445220144682,268.15217135308495
5040.000000.png,389.08221315824005,268.04010685843576
5100.000000.png,389.0056008315375,267.9677643770762
5160.000000.png,388.9240964469837,267.8626459593929
