Filename,X_c,Y_c
60.000000.png,16.22044606788528,263.83080685353434
120.000000.png,303.06645680873015,268.40680096760644
180.000000.png,257.2987163743847,272.7983270724385
240.000000.png,212.37155583208906,278.4335602663725
300.000000.png,219.21272497677606,277.71283227475186
360.000000.png,223.45326923653639,276.93749938522257
420.000000.png,222.38529341679683,277.03291289935
480.000000.png,221.8452976523457,277.12390642067754
540.000000.png,221.8391461909839,277.1050326452865
600.000000.png,221.769025926792,277.0942534439037
660.000000.png,221.64457884297727,277.07999139346754
720.000000.png,221.5314163949387,277.07749519613066
780.000000.png,221.4244041112074,277.0668099373959
840.000000.png,221.3131288151075,277.0574300207822
900.000000.png,221.20770601135848,277.0671222462566
960.000000.png,221.11022745739174,277.0601666292133
1020.000000.png,221.0042903787787,277.06228790470675
1080.000000.png,220.9009308973053,277.06005903568155
1140.000000.png,220.81097600347715,277.04527254188514
1200.000000.png,220.71141530866342,277.04645670763443
1260.000000.png,220.62023315371303,277.0555443635074
1320.000000.png,220.52794711974445,277.0565620648808
1380.000000.png,220.4304218250454,277.05019111089035
1440.000000.png,220.35033366827804,277.0415193470314
1500.000000.png,220.26071834491535,277.03885079697136
1560.000000.png,220.16682253584474,277.0224633128785
1620.000000.png,220.07718131006985,277.0318374628582
1680.000000.png,219.99043323236498,277.04016045634086
1740.000000.png,219.89405860257068,277.050036351274
1800.000000.png,219.8069237078121,277.04143501559724
1860.000000.png,219.72586624060065,277.0263985806894
1920.000000.png,219.64603958927756,277.037187118754
1980.000000.png,219.56110077996408,277.0412189015918
2040.000000.png,219.46629112730784,277.0252725353132
2100.000000.png,219.3713202732127,277.0061222665737
2160.000000.png,219.29607669173197,277.02314127725697
2220.000000.png,219.2027842986978,277.028008185941
2280.000000.png,219.1031782331844,277.021574322814
2340.000000.png,219.017343364233,277.0295448104164
2400.000000.png,218.93371733818933,277.03422597056743
2460.000000.png,218.8283166816789,277.0432728494641
2520.000000.png,218.74295937525335,277.0391010553101
2580.000000.png,218.64430398874006,277.03412196978445
2640.000000.png,218.53202367341413,277.04709888995166
2700.000000.png,218.43647949240386,277.05006377637534
2760.000000.png,218.31214833769545,277.07322917880225
2820.000000.png,218.22360513366465,277.06560513470686
2880.000000.png,218.11625011661516,277.07236277321806
2940.000000.png,218.00344797221013,277.081643628927
3000.000000.png,217.88922461628246,277.10697917306226
3060.000000.png,217.76171580201742,277.12788576248175
3120.000000.png,217.64887844490772,277.1259328743633
3180.000000.png,217.52084698158401,277.1445853541451
3240.000000.png,217.39536075757854,277.1439093117592
3300.000000.png,217.25598338234937,277.17549099448877
3360.000000.png,217.11913337420157,277.1921181073623
3420.000000.png,216.97467108581665,277.1984691543933
3480.000000.png,216.83353462578296,277.2262904614316
3540.000000.png,216.68740152115396,277.2400262808348
3600.000000.png,216.52016555545984,277.2604540060419
3660.000000.png,216.35649779121593,277.29052075206124
3720.000000.png,216.20334993982215,277.31032310462285
3780.000000.png,216.02328536348983,277.34129510941756
3840.000000.png,215.8426496953715,277.365784748165
3900.000000.png,215.68059346238152,277.3947681304518
3960.000000.png,215.49285757076186,277.4156757586545
4020.000000.png,215.28472422675333,277.43992681094653
4080.000000.png,215.11426803130863,277.487034292455
4140.000000.png,214.9089888501284,277.516461207347
4200.000000.png,214.70863335176873,277.54348642398116
4260.000000.png,214.51692402511952,277.5689512137372
4320.000000.png,214.3130066377935,277.6111447139593
4380.000000.png,214.09926424318334,277.6226403292404
4440.000000.png,213.89605505209548,277.66885694690166
4500.000000.png,213.67626814872048,277.6916982287729
4560.000000.png,213.4564345514999,277.72898034815427
4620.000000.png,213.23781445864725,277.7616538469585
4680.000000.png,213.0112612341958,277.80590278010794
4740.000000.png,212.80568621645872,277.8221659205932
4800.000000.png,212.57274982802807,277.874335073533
4860.000000.png,212.3476523415964,277.8902912701897
4920.000000.png,212.1267282491019,277.9110272353929
4980.000000.png,211.89373310769778,277.9642583580966
5040.000000.png,211.64828590107317,278.009735859363
5100.000000.png,211.42756604788335,278.00908206180577
5160.000000.png,211.17936910893235,278.0639789434585
5220.000000.png,210.94493309524648,278.07273245059577
5280.000000.png,210.69483567838148,278.1326740682564
5340.000000.png,210.45780125656822,278.1573270760405
5400.000000.png,210.2245529437807,278.1936282683628
5460.000000.png,209.98487549727167,278.21727105514475
5520.000000.png,209.74276596132688,278.2481118910268
5580.000000.png,209.50749264759824,278.2698316121847
5640.000000.png,209.25966783734899,278.3200839770556
5700.000000.png,209.00874663948417,278.35115186034704
5760.000000.png,208.77922381148937,278.372382943594
5820.000000.png,208.53667462306626,278.40808548976736
5880.000000.png,208.2936827232222,278.4343994334376
5940.000000.png,208.0471982403363,278.46370012863383
6000.000000.png,207.8075516172084,278.50281216121266
6060.000000.png,207.57568381879753,278.5154812298006
6120.000000.png,207.32856407679247,278.53452900344195
6180.000000.png,207.08464212490549,278.58507303829725
6240.000000.png,206.8615238588184,278.6072619704941
6300.000000.png,206.60825795399055,278.6281235200201
6360.000000.png,206.37381132155068,278.6607839330711
6420.000000.png,206.1465069267287,278.68177572643526
6480.000000.png,205.91675011100514,278.6946388387251
6540.000000.png,205.66312980384774,278.7355614185861
6600.000000.png,205.4506435207638,278.7496841957093
6660.000000.png,205.20465933805858,278.7747724091779
6720.000000.png,204.98879872392453,278.78933020243574
6780.000000.png,204.75271396408323,278.809110088929
6840.000000.png,204.53655149784012,278.83584083887763
6900.000000.png,204.3094914627871,278.86017541656463
6960.000000.png,204.10067016748962,278.869102866305
7020.000000.png,203.87980049639177,278.8866311018946
7080.000000.png,203.67325745511232,278.9219929206484
7140.000000.png,203.45527758442276,278.9268381818887
7200.000000.png,203.2453562318747,278.9338544635045
7260.000000.png,203.03034961958687,278.9727174654532
7320.000000.png,202.831376648965,278.97397698714957
7380.000000.png,202.62662165556605,278.9906692206469
7440.000000.png,202.41941401218992,279.0204339565512
7500.000000.png,202.23771513377827,279.00910128879025
7560.000000.png,202.03502339856925,279.0209914924903
7620.000000.png,201.8438868072174,279.05676717029587
7680.000000.png,201.66181074056954,279.0537722474483
7740.000000.png,201.46758018336055,279.07251407536717
7800.000000.png,201.30968997745617,279.0831880674989
7860.000000.png,201.12361303266178,279.073930791927
7920.000000.png,200.9258798673744,279.0962457660939
7980.000000.png,200.78187528160024,279.1198261747473
8040.000000.png,200.60031037389987,279.11479038840173
8100.000000.png,200.43630595676467,279.1022839195929
8160.000000.png,200.28398066196067,279.13568997363365
8220.000000.png,200.11017691979197,279.13414269439824
8280.000000.png,199.95164168906467,279.1338736800114
8340.000000.png,199.809004727006,279.14905298257077
8400.000000.png,199.6663098342002,279.14400152776636
8460.000000.png,199.49639621219583,279.1344695104458
8520.000000.png,199.3738180561219,279.1359318500355
8580.000000.png,199.22747333428174,279.1535833089419
8640.000000.png,199.0986588125391,279.1334445212839
8700.000000.png,198.9580009713453,279.14011989176436
8760.000000.png,198.84504896815747,279.13589290451216
8820.000000.png,198.71022790872797,279.1513427246609
8880.000000.png,198.58134583400826,279.13176584390965
8940.000000.png,198.4781185770296,279.11622373958653
9000.000000.png,198.35261545718436,279.1398033854235
9060.000000.png,198.24018084742852,279.1171252913845
9120.000000.png,198.14539804419502,279.11159894020886
9180.000000.png,198.03127566637062,279.11993268248193
9240.000000.png,197.93490304542294,279.10945320678303
9300.000000.png,197.82354388843314,279.0920283778446
9360.000000.png,197.768784726907,279.080485164788
9420.000000.png,197.67372799548525,279.0845985723055
9480.000000.png,197.57146897832152,279.0669985086467
9540.000000.png,197.51196265679482,279.0476024451598
9600.000000.png,197.4148196408708,279.0467951692357
9660.000000.png,197.33977267225993,279.03212071139546
9720.000000.png,197.26644820578406,279.01587706675025
9780.000000.png,197.193887111275,278.99164682827814
9840.000000.png,197.1460668718551,278.98958076422434
9900.000000.png,197.0623927725947,278.96672558188044
9960.000000.png,197.0239527278332,278.94261665583264
10020.000000.png,197.00128614797666,278.9275639025192
10080.000000.png,196.91115947237873,278.9276696317686
10140.000000.png,196.8622153202343,278.8980586782884
10200.000000.png,196.84279470831032,278.8897447836719
10260.000000.png,196.8130027973242,278.85808619902724
10320.000000.png,196.7549561402115,278.862186022846
10380.000000.png,196.72066140717277,278.82529257492644
10440.000000.png,196.72270421660974,278.82193698882764
10500.000000.png,196.68763491555768,278.7922777676549
10560.000000.png,196.65411749493367,278.78760879634024
10620.000000.png,196.63105564289256,278.72786006619924
10680.000000.png,196.6471774006192,278.7421412940812
