Filename,Valid,X_com,Y_com
60.000000.png,0,-97.69560522537996,469.41001062908094
120.000000.png,0,311.9140345183401,161.549050317879
180.000000.png,0,294.305762177804,147.87896810671697
240.000000.png,0,258.74514483660425,194.65062481276615
300.000000.png,0,262.22516537466817,195.84287637173088
360.000000.png,0,265.84901051321606,189.6600542157529
420.000000.png,0,265.3087660482254,189.58693670564924
480.000000.png,0,264.9515311188089,190.42511071322667
540.000000.png,0,265.0217809307637,190.42372492747245
600.000000.png,0,265.0549563122285,190.30881920823745
660.000000.png,0,265.043214086622,190.30871206535065
720.000000.png,0,265.040356223192,190.32493463780295
780.000000.png,0,265.0416392387309,190.3269697222672
840.000000.png,0,265.0449045151315,190.32449641974864
900.000000.png,0,265.04508906122777,190.32380788702892
960.000000.png,0,265.04204313493256,190.32516801852125
1020.000000.png,0,265.04195779299187,190.32558337571595
1080.000000.png,0,265.04357245678347,190.32410061298185
1140.000000.png,0,265.0418273951034,190.3250020139425
1200.000000.png,0,265.0392759321319,190.3273754041063
1260.000000.png,0,265.040488080568,190.32509480393128
1320.000000.png,0,265.04128137232857,190.32388378066452
1380.000000.png,0,265.0396868183779,190.32514126270289
1440.000000.png,0,265.03968034467323,190.3280397457436
1500.000000.png,0,265.0411685067548,190.32770440707247
1560.000000.png,0,265.0407447615586,190.32789396289544
1620.000000.png,0,265.03899762840103,190.3274217969072
1680.000000.png,0,265.0381877578035,190.32796579457653
1740.000000.png,0,265.0377435431271,190.32684644237187
1800.000000.png,0,265.03855038354124,190.32631517001212
1860.000000.png,0,265.0401421064535,190.32540312565936
1920.000000.png,0,265.040466288112,190.3260045009032
1980.000000.png,0,265.0413227365534,190.32584922528903
2040.000000.png,0,265.03928237368046,190.32894527002347
2100.000000.png,0,265.038930874362,190.3293602154918
2160.000000.png,0,265.04092704915416,190.32919703033696
2220.000000.png,0,265.0383402648776,190.32825316954123
2280.000000.png,0,265.0377467070567,190.32795250632927
2340.000000.png,0,265.03705442626176,190.3261185827857
2400.000000.png,0,265.03755348612606,190.32641616063725
2460.000000.png,0,265.04059805719567,190.32735715591505
2520.000000.png,0,265.04179171729567,190.3304431465144
2580.000000.png,0,265.0398067469041,190.3319400593049
2640.000000.png,0,265.0405980616347,190.3323074495029
2700.000000.png,0,265.0412484286886,190.33370903908903
2760.000000.png,0,265.0391889008516,190.33568601027463
2820.000000.png,0,265.0398121235356,190.33282352890396
2880.000000.png,0,265.039804294556,190.3292943072572
2940.000000.png,0,265.0379661844265,190.3315459548673
3000.000000.png,0,265.03423012316944,190.3331758127997
3060.000000.png,0,265.03287993241304,190.33062329459585
3120.000000.png,0,265.03528535221824,190.33049311218485
3180.000000.png,0,265.0358379477435,190.3325584479564
3240.000000.png,0,265.0373266501204,190.3323205961881
3300.000000.png,0,265.03594255824555,190.3304818770976
3360.000000.png,0,265.0372555396402,190.334535403128
3420.000000.png,0,265.0350750054613,190.3353674258662
3480.000000.png,0,265.0353687263233,190.3317314504492
3540.000000.png,0,265.0354995323163,190.33161126263667
3600.000000.png,0,265.0351595613103,190.3324610836505
3660.000000.png,0,265.03821383219054,190.33036484482383
3720.000000.png,0,265.0390224162474,190.33018905305977
3780.000000.png,0,265.0354299384145,190.3325952044884
3840.000000.png,0,265.03683803471847,190.33226773638307
3900.000000.png,0,265.0380611564173,190.33068333105376
3960.000000.png,0,265.037098289789,190.3328344975255
4020.000000.png,0,265.03827175982235,190.33184775079383
4080.000000.png,0,265.04150390963565,190.33125003243305
4140.000000.png,0,265.0433309790981,190.33159229038895
4200.000000.png,0,265.04125768287787,190.33083484694063
4260.000000.png,0,265.04039179306994,190.32912907693677
4320.000000.png,0,265.0390836768883,190.3287894538746
4380.000000.png,0,265.0398162995944,190.3291817556399
4440.000000.png,0,265.0414539146348,190.3288623537612
4500.000000.png,0,265.04069234671874,190.3268353166592
4560.000000.png,0,265.0417413878917,190.3270255718989
4620.000000.png,0,265.0429733274506,190.32859536547733
4680.000000.png,0,265.04319008840974,190.3274941639493
4740.000000.png,0,265.0453102461839,190.32976325316045
4800.000000.png,0,265.04692906307594,190.32873308520627
4860.000000.png,0,265.04744174837083,190.32771105039853
4920.000000.png,0,265.0473040462115,190.32964666877592
4980.000000.png,0,265.04850869498085,190.3291058502556
5040.000000.png,0,265.0499086817385,190.32829056955237
5100.000000.png,0,265.04966080564026,190.32636401849484
5160.000000.png,0,265.04847923165323,190.3277327455508
5220.000000.png,0,265.04692604796355,190.32795234917683
5280.000000.png,0,265.0478842201384,190.32784020166423
5340.000000.png,0,265.04686017732007,190.326692084404
5400.000000.png,0,265.04625345130995,190.32700051779776
5460.000000.png,0,265.046042222147,190.32888898873185
5520.000000.png,0,265.0497061218838,190.32777314325816
5580.000000.png,0,265.0522203201751,190.3288724115068
5640.000000.png,0,265.05192187406027,190.3285911938688
5700.000000.png,0,265.0522628996442,190.33027211769087
5760.000000.png,0,265.05024255599375,190.329687013344
5820.000000.png,0,265.05364176439053,190.33118174218237
5880.000000.png,0,265.055075302356,190.33060921879684
5940.000000.png,0,265.0540556759995,190.33061290948467
