Filename,Valid,X_com,Y_com,X_cob,Y_cob
720.000000.png,1,238.1375931681341,204.86814334403343,243.164390919628,190.1305232804681
780.000000.png,1,233.64823113682127,213.375604999196,236.1252016841221,197.59661266146665
840.000000.png,1,234.5124042851322,218.0161898385622,237.67364923432527,202.4520947702976
900.000000.png,1,233.3916642743397,218.1768651348798,233.67785404063903,202.0446816348689
960.000000.png,1,234.75892058962944,217.15425885933607,229.66455277594056,201.4522818348053
1020.000000.png,1,235.9412744164267,216.2895016742183,230.3865716791313,200.5307477805039
1080.000000.png,1,235.8611467473665,216.6577852499269,229.828140474587,200.9827278849582
1140.000000.png,1,235.1995099393428,217.08357141700083,233.44787977026675,200.4936763322727
1200.000000.png,1,233.7597178839599,217.9844000986212,233.0544194983819,201.27870145631067
1260.000000.png,1,234.70392620940785,216.9591533483074,236.7782713850576,200.4237343021079
1320.000000.png,1,233.5675203148892,218.05205397296228,237.3294139393504,201.8030273467585
1380.000000.png,1,233.97069972175711,218.25122223212497,236.5764731481385,201.64921097077016
1440.000000.png,1,234.8251782546596,217.6252952837764,237.7886768845793,200.93844228964653
1500.000000.png,1,234.1068727945325,217.3136578897144,240.635118161764,201.8865562627318
1560.000000.png,1,232.55157932991708,217.6256250418172,242.8603484067028,204.65098337149828
1620.000000.png,1,231.82569630020524,218.582869560508,240.4460984574921,204.15463884187943
1680.000000.png,1,233.508715528782,217.30239363206687,241.91506001194807,202.5889208711237
1740.000000.png,1,232.55192919596675,218.2267674009718,240.62597282680383,203.24636151782963
1800.000000.png,1,233.17303780642,218.43276965749536,240.054505709118,202.54824176921625
1860.000000.png,1,233.91278051603712,218.26481369505,239.5225969156605,201.7934028165242
1920.000000.png,1,233.60628576687589,217.99366410775136,240.57553786210403,201.9297758202044
1980.000000.png,1,232.88692525559463,218.4235926297756,240.1360652000456,202.37112732246663
2040.000000.png,1,233.07074281220645,217.8336127882436,241.27149957906147,202.2346761079909
2100.000000.png,1,232.20546458905605,218.35063624108528,239.31065859390367,201.96684456072515
2160.000000.png,1,233.270996430295,217.91248949579327,238.6068572756857,200.8350418410042
2220.000000.png,1,233.2691371378448,218.2380430019181,237.92994073358392,200.5931472469984
2280.000000.png,1,233.70111873213827,217.69459611230943,241.56525468146947,201.3856792299995
2340.000000.png,1,232.2674491024585,217.65505591992212,244.47389175630693,204.5384930779992
2400.000000.png,1,231.54741888764693,218.09533248490573,243.77892346406432,205.0638556435279
2460.000000.png,1,232.25761590052812,218.1464948116511,242.50035066133492,203.0833958781913
2520.000000.png,1,233.7352403606587,217.17293373784148,243.6339242576281,201.623034897982
2580.000000.png,1,232.65667092574805,217.2369293599506,244.9343098591549,203.6213708920188
2640.000000.png,1,231.52718411592127,217.0447433788368,246.34500766087845,206.4583886618999
2700.000000.png,1,231.3033293437352,217.05600036932933,247.10859804186447,207.66653801124448
2760.000000.png,1,232.09297629999983,216.89492762639804,246.57689063088085,205.43499759899288
2820.000000.png,1,232.47100944690672,216.5380178542569,246.3880383086846,204.149012965014
2880.000000.png,1,232.77109906617545,215.92140878501425,247.8027726847028,204.8328738573558
2940.000000.png,1,232.16088729011145,216.36054601862685,247.4571344920284,205.50991456176305
3000.000000.png,1,232.23102152208813,216.95786916106965,245.7849885991068,203.75302562165223
3060.000000.png,1,233.0199424067005,215.9044732150387,246.45883638350176,202.215064190112
3120.000000.png,1,232.78303032576653,215.84205743667115,246.1688361831219,202.0415471594043
3180.000000.png,1,232.71377444054608,216.0406816793443,246.44813827951347,202.5386080929963
3240.000000.png,1,232.0230651874885,216.8623030183317,244.3899207923539,201.80909708832132
3300.000000.png,1,232.957330717657,216.59627528707856,244.81200602978265,200.82360068187265
3360.000000.png,1,232.72060189860505,216.7585047448545,244.9297954671089,201.1549800853284
3420.000000.png,1,232.6788626758444,216.6797745950496,245.9316354463761,201.9451936995686
3480.000000.png,1,232.44069376694551,216.319129993894,246.67807511532132,202.55007930618007
3540.000000.png,1,232.32445745741416,215.9790965586297,246.61382298268467,202.07807262774256
3600.000000.png,1,232.9041632078072,215.68722034019785,246.64262037941344,201.02304004261745
3660.000000.png,1,233.32334825778247,215.41659672249364,246.94464972250063,200.5458135742816
3720.000000.png,1,233.017929311574,216.2440379996557,245.33069510316287,199.8669606984261
3780.000000.png,1,233.764026981348,215.92512423899888,244.5148635107643,198.28088847053107
3840.000000.png,1,233.53643249928243,215.62268071041404,244.7877533564479,198.32505995020696
3900.000000.png,1,233.23186819598743,215.6280436060572,245.25258459010803,198.4935598369422
3960.000000.png,1,233.3190122794937,215.838632054702,244.4069615324716,197.9788662202149
4020.000000.png,1,233.8081005368824,215.52073916655817,245.1770021178132,197.76667973958743
4080.000000.png,1,233.64040100089096,215.5845642410147,245.8080428614453,198.2682961624424
4140.000000.png,1,233.55142264709252,215.5859856848081,246.5748427472141,198.73868897474367
4200.000000.png,1,233.53963046352536,215.50866007680105,247.6083014338545,199.3093005904107
4260.000000.png,1,233.59848609604143,215.8298849744963,246.8853173298257,198.89136797106207
4320.000000.png,1,233.5036791631473,216.1332687597601,244.1294603506252,197.1594463125592
4380.000000.png,1,234.06919270713888,215.6695479295683,243.81735362920497,195.81054989950908
4440.000000.png,1,233.6922154127141,215.7651117600263,244.06286600353013,196.2453110308309
4500.000000.png,1,233.90807233740395,215.83869055771729,245.43684566025,196.8178655859507
4560.000000.png,1,233.37633404353355,216.5892885876493,244.19989831370225,196.7622574358105
4620.000000.png,1,234.04059886387776,216.31584867627743,243.28453857688115,195.31582265539805
4680.000000.png,1,234.4199734062384,216.45010430481932,242.35333276725825,195.13808270357475
4740.000000.png,1,234.2418519865257,216.7425047080393,241.76039775183744,194.660804150454
4800.000000.png,1,234.2582557699848,216.7157689380932,241.4055064224048,194.124184038745
4860.000000.png,1,234.1523815381732,216.8362872087453,242.00838774751816,194.4658739006565
4920.000000.png,1,233.9639775375597,217.31038065028625,240.6599211749528,194.6671497499161
4980.000000.png,1,234.40359288119788,217.11854982506304,241.0432478079632,194.03703104786547
5040.000000.png,1,234.5280829290221,217.22616448993944,240.11443636625395,193.81359775410309
5100.000000.png,1,234.9404738096101,216.98579638657927,239.99275388507408,193.0254246476328
5160.000000.png,1,235.1939682554584,217.0271212701727,238.7904386972133,192.53341717243515
5220.000000.png,1,235.3619325034388,217.0562186588712,236.89944832659063,192.3432879735197
5280.000000.png,1,235.7942880816207,217.0559465164191,237.53599673263284,191.8638287602569
5340.000000.png,1,235.61833540646307,217.37970979708365,237.70947265625,192.27214167668268
5400.000000.png,1,236.0078269507636,217.36545296391373,238.32974285064097,191.95094060532503
5460.000000.png,1,236.1771947238904,217.4139773149209,239.8661106985777,191.8934521429524
5520.000000.png,1,235.7282870341805,217.56989485721212,239.00888278911955,192.1164293475153
5580.000000.png,1,235.5935243935638,217.40179507282696,239.6246518644592,191.76096626953424
5640.000000.png,1,235.41238721150924,217.6424226224479,240.62852781223165,192.27617593741056
5700.000000.png,1,235.3639823527304,217.604964599762,240.1409690769952,191.7967749492425
5760.000000.png,1,235.91294642215823,217.5346693509269,238.74650168816723,191.22962977419544
5820.000000.png,1,236.7611244058495,217.28413275757,239.96659777580948,190.6769806121445
5880.000000.png,1,236.6756639597888,217.6448828536728,239.9368164043115,190.90485737538955
5940.000000.png,1,237.0035957759769,217.6267849012808,240.71606391254912,190.90712333685744
6000.000000.png,1,236.9456062998955,217.59767977095896,242.16972903121592,190.8187820538707
6060.000000.png,1,236.6390831683456,217.72224268900567,242.71052471698496,190.87124081087103
6120.000000.png,1,236.8117437146052,217.68064304861807,243.46503182634245,191.0145054676024
6180.000000.png,1,236.48906563335407,217.73924886087784,243.99579849072,191.30558841525595
6240.000000.png,1,236.4684269005963,217.7753547297644,243.7775417994045,190.7591771295313
6300.000000.png,1,236.84590472689968,217.4624923928069,243.75950054288816,190.361918483254
6360.000000.png,1,236.1555319256724,217.58251386678936,243.3520783414939,190.45927700802167
6420.000000.png,1,235.75483233326537,217.84025335126177,241.2549404611097,189.7707541592771
6480.000000.png,1,236.7602685894555,217.4391049214222,241.3000381242852,188.9440632015928
6540.000000.png,1,236.48931578588832,217.55671636489805,242.3893027413588,189.4305295419717
6600.000000.png,1,236.20745394012445,217.93441864044684,240.83081013852555,189.12274306300125
6660.000000.png,1,236.8682136506489,217.71562538752508,241.3990473097326,188.6227779582116
6720.000000.png,1,236.53125977130608,218.1196836061018,242.60888258402449,189.31475338280228
6780.000000.png,1,235.9272194108321,218.59791387284776,243.1171017699115,189.63342920353983
6840.000000.png,1,236.20191779614564,218.36548051693129,243.57999732524965,189.24297878031385
6900.000000.png,1,236.15554316305685,218.040334074404,244.94495515194788,189.176937837476
6960.000000.png,1,235.9037371810276,218.0468013689788,246.6729613540705,190.14137162664025
7020.000000.png,1,235.5880606215416,218.07998214915816,246.1500660682553,190.12919761242995
7080.000000.png,1,236.0736180791521,217.67151137968807,244.4506384233325,188.55351189531217
7140.000000.png,1,236.5640097467268,217.14610246411127,245.0002713213349,187.57486207832144
7200.000000.png,1,236.36976900378963,217.6569463731221,245.40814114391145,187.9978551660517
7260.000000.png,1,236.65010436914963,217.56380292260303,246.249291915168,187.7920187901536
7320.000000.png,1,236.43754650364264,217.1471659436268,248.0814839041256,188.26650469560343
7380.000000.png,1,236.0039898332774,217.2589660155256,248.09303239830723,188.6666281247832
7440.000000.png,1,236.41611257297808,216.83123996525632,247.9648247039703,187.6616670536336
7500.000000.png,1,236.623620488341,216.4885136611435,248.53541956420955,187.4108020398702
7560.000000.png,1,236.56774504543043,216.6928330578212,248.6538515635989,187.9451919921234
7620.000000.png,1,236.60807341402693,216.5783114835607,248.97093559915743,187.456864926274
7680.000000.png,1,236.6046791480876,216.35536512447823,247.65917137116065,186.73260931968235
